iter	MAPE
0	0.07543849864
1	0.07360587363
2	0.07185910267
3	0.07019090679
4	0.06851024096
5	0.06695324243
6	0.06539623649
7	0.06390996442
8	0.06244247192
9	0.06105766004
10	0.05972372548
11	0.05843540997
12	0.05723308344
13	0.05605368778
14	0.05491754705
15	0.05379720971
16	0.05275035928
17	0.0517443276
18	0.05076953277
19	0.04980067078
20	0.04884780051
21	0.04795097696
22	0.04709537391
23	0.04629063278
24	0.04549404363
25	0.0447583637
26	0.04400725902
27	0.04327115759
28	0.04258586004
29	0.04190759467
30	0.04129162536
31	0.04068958978
32	0.04011131587
33	0.03957120102
34	0.03901535168
35	0.03848500152
36	0.03799044782
37	0.03748265176
38	0.03699787666
39	0.03654353333
40	0.03610852885
41	0.03569740392
42	0.03530308775
43	0.03491513168
44	0.03454925834
45	0.03419149943
46	0.03384025641
47	0.03351275758
48	0.03319950582
49	0.03290401508
50	0.03261882287
51	0.03233298155
52	0.03206418055
53	0.03181102879
54	0.03157617971
55	0.03133893501
56	0.03111128344
57	0.0308941926
58	0.03068532494
59	0.03047828206
60	0.03028613105
61	0.03009786843
62	0.02991628159
63	0.02974775086
64	0.02958900321
65	0.02943573666
66	0.02928599386
67	0.02913732372
68	0.02899209246
69	0.0288568761
70	0.02872185199
71	0.02859444119
72	0.02847441124
73	0.02836146577
74	0.02824911393
75	0.02814570667
76	0.02804138173
77	0.02794604325
78	0.02785159346
79	0.02776056503
80	0.02767317724
81	0.0275919749
82	0.02751719631
83	0.02744255124
84	0.02736750114
85	0.02729526972
86	0.02722867877
87	0.02716470114
88	0.02710388587
89	0.02704661132
90	0.02698619831
91	0.02692952422
92	0.02687561036
93	0.02682538757
94	0.02677702061
95	0.02673036043
96	0.02668408523
97	0.0266419456
98	0.02659448551
99	0.02655268475
100	0.0265062915
101	0.02646335733
102	0.02642661597
103	0.0263913381
104	0.02635269384
105	0.02631452233
106	0.02628334867
107	0.02625365172
108	0.02622443453
109	0.02619726483
110	0.02616985524
111	0.02614447716
112	0.02611455457
113	0.02608571538
114	0.02606111594
115	0.02603319797
116	0.0260082715
117	0.02598295337
118	0.02596354546
119	0.02594338048
120	0.02592247011
121	0.02590029036
122	0.02588244376
123	0.02586546947
124	0.02584839717
125	0.02583263011
126	0.02581333054
127	0.02579540416
128	0.02577430487
129	0.02575785801
130	0.02574341542
131	0.0257234249
132	0.02571158703
133	0.02569384383
134	0.02568338911
135	0.02567145116
136	0.02565931774
137	0.02564484159
138	0.02562918762
139	0.0256143477
140	0.02560147502
141	0.02559184428
142	0.02558100379
143	0.02557015065
144	0.02555966268
145	0.0255451596
146	0.02553087654
147	0.02551956365
148	0.02551059797
149	0.02550157053
150	0.02548877637
151	0.02547619107
152	0.0254642621
153	0.0254530924
154	0.02544440183
155	0.02543718254
156	0.02542480339
157	0.02541517559
158	0.02540793718
159	0.02540100575
160	0.02539141647
161	0.0253844944
162	0.0253736935
163	0.02536745662
164	0.02536003934
165	0.02535117322
166	0.02534083351
167	0.0253348418
168	0.02532727101
169	0.02532201341
170	0.02531627704
171	0.02530950002
172	0.02529851397
173	0.02529066729
174	0.02528325527
175	0.02527468286
176	0.0252690146
177	0.02526441001
178	0.02525328362
179	0.02524744774
180	0.02524242439
181	0.02523729244
182	0.02523123197
183	0.02522536807
184	0.02522072869
185	0.02521399331
186	0.02520880822
187	0.02520123902
188	0.02519719444
189	0.02519200165
190	0.02518529289
191	0.02517929488
192	0.02517496566
193	0.02516708266
194	0.02516357091
195	0.02515783781
196	0.02515220025
197	0.0251478643
198	0.0251442523
199	0.02514019385
200	0.02513665377
201	0.0251296757
202	0.02512574151
203	0.02511804124
204	0.02510975722
205	0.02510650057
206	0.02510212097
207	0.02509620645
208	0.02509184665
209	0.02508422053
210	0.02507958472
211	0.02507071019
212	0.02506445192
213	0.02506187695
214	0.02505715063
215	0.02505235236
216	0.02504640752
217	0.02504053173
218	0.02503715629
219	0.02503406477
220	0.02502827764
221	0.02502570135
222	0.0250229722
223	0.0250190057
224	0.02501319661
225	0.02500959546
226	0.02500444197
227	0.02499938873
228	0.02499573012
229	0.02498937962
230	0.02498486211
231	0.02498166783
232	0.02497927513
233	0.02497537114
234	0.0249699925
235	0.02496300925
236	0.02495635831
237	0.02495308823
238	0.02494802455
239	0.0249450794
240	0.02494232695
241	0.02494051793
242	0.02493565141
243	0.02493204339
244	0.02492888873
245	0.02492610103
246	0.024922908
247	0.02492121641
248	0.0249178695
249	0.02491273594
250	0.02491046698
251	0.02490588209
252	0.02490290231
253	0.02490095034
254	0.02489818074
255	0.02489486503
256	0.02489176117
257	0.02488799395
258	0.02488362288
259	0.02488058026
260	0.02487645177
261	0.02487289058
262	0.02486876706
263	0.02486572341
264	0.02486239232
265	0.02486067078
266	0.02485574348
267	0.02485313703
268	0.02484957585
269	0.02484356943
270	0.02484114963
271	0.02483752125
272	0.02483370778
273	0.02483216154
274	0.02482909267
275	0.02482439601
276	0.02482012227
277	0.0248177818
278	0.02481551882
279	0.02481295944
280	0.02480972541
281	0.02480776653
282	0.02480435723
283	0.02480123845
284	0.02479550167
285	0.02479279963
286	0.02478979402
287	0.0247865954
288	0.0247830088
289	0.0247774364
290	0.02477424834
291	0.02477148105
292	0.02476910471
293	0.02476540127
294	0.02476302667
295	0.02475976105
296	0.02475752465
297	0.02475527621
298	0.02475285474
299	0.02475023481
300	0.02474641202
301	0.02474311643
302	0.02474129938
303	0.02473916773
304	0.02473590867
305	0.02473258618
306	0.02473139952
307	0.0247286772
308	0.02472518525
309	0.02472253593
310	0.02471882269
311	0.02471601713
312	0.0247139646
313	0.02471038308
314	0.02470835584
315	0.0247072329
316	0.02470539803
317	0.02470290148
318	0.02470082755
319	0.02469867997
320	0.02469718047
321	0.02469384302
322	0.02469092371
323	0.02468616699
324	0.0246837792
325	0.0246812093
326	0.02467771207
327	0.02467526115
328	0.02467235653
329	0.02467022672
330	0.02466840618
331	0.02466625147
332	0.02466419798
333	0.0246620605
334	0.02466062041
335	0.02465784015
336	0.02465501438
337	0.02465196832
338	0.02464776488
339	0.02464549004
340	0.02464163333
341	0.02463912132
342	0.02463611838
343	0.02463367016
344	0.024631729
345	0.02462934576
346	0.02462755126
347	0.02462460545
348	0.02462306843
349	0.02462119554
350	0.02461911785
351	0.02461721893
352	0.02461407943
353	0.02461204705
354	0.02460991607
355	0.02460812736
356	0.02460656508
357	0.02460469992
358	0.0246029331
359	0.02460063825
360	0.02459904004
361	0.02459707508
362	0.02459471547
363	0.02459273056
364	0.02459050715
365	0.02458776138
366	0.0245857338
367	0.02458560556
368	0.02458090318
369	0.02457881664
370	0.02457663948
371	0.02457462161
372	0.02457281844
373	0.02457142983
374	0.02456902787
375	0.02456693034
376	0.02456546781
377	0.02456387227
378	0.02456133703
379	0.02455928585
380	0.02455721782
381	0.02455647501
382	0.02455497541
383	0.02455261535
384	0.0245506068
385	0.02454854549
386	0.02454726691
387	0.02454501335
388	0.02454152143
389	0.02454022362
390	0.02453862021
391	0.02453610648
392	0.02453478128
393	0.02453305028
394	0.02453063454
395	0.02452782903
396	0.0245252776
397	0.02452406824
398	0.02452256839
399	0.02452136643
400	0.02452012669
401	0.02451786584
402	0.02451598171
403	0.02451388213
404	0.02451162126
405	0.02450959682
406	0.02450823523
407	0.02450722095
408	0.02450570347
409	0.02450453125
410	0.02450349876
411	0.02450083806
412	0.02449905211
413	0.02449695722
414	0.02449552785
415	0.02449383859
416	0.02449182254
417	0.0244901618
418	0.02448787874
419	0.02448620405
420	0.02448407995
421	0.02448170937
422	0.02447982435
423	0.02447869273
424	0.02447869267
425	0.02447731321
426	0.02447717657
427	0.02447603774
428	0.02447418215
429	0.0244728193
430	0.02447196663
431	0.02446960691
432	0.02446792822
433	0.024466363
434	0.02446478076
435	0.0244632022
436	0.0244618204
437	0.02445957518
438	0.02445768399
439	0.02445574254
440	0.02445398592
441	0.02445251446
442	0.02445019634
443	0.02444860288
444	0.02444739614
445	0.02444608738
446	0.02444471877
447	0.02444296344
448	0.02444138549
449	0.02443980744
450	0.02443886591
451	0.02443692528
452	0.02443555643
453	0.02443373377
454	0.02443238875
455	0.02443035915
456	0.02442861707
457	0.0244274412
458	0.02442521406
459	0.02442412001
460	0.02442287694
461	0.02442220554
462	0.02442082176
463	0.02441908693
464	0.02441731972
465	0.02441519105
466	0.02441390093
467	0.02441243582
468	0.02441085105
469	0.02440959853
470	0.02440848577
471	0.02440700568
472	0.02440586921
473	0.02440377476
474	0.02440211306
475	0.02440068413
476	0.02439916865
477	0.02439808386
478	0.02439714235
479	0.02439600864
480	0.02439453419
481	0.02439332164
482	0.0243921589
483	0.02439045299
484	0.02438980727
485	0.02438802416
486	0.02438745703
487	0.02438611382
488	0.02438493296
489	0.02438369877
490	0.02438111826
491	0.02437974288
492	0.02437840408
493	0.02437710084
494	0.02437595407
495	0.02437433541
496	0.02437318893
497	0.02437128055
498	0.02436966095
499	0.02436830167
500	0.02436682055
501	0.0243653373
502	0.02436421411
503	0.02436284239
504	0.02436140796
505	0.02436046715
506	0.02435929819
507	0.0243576887
508	0.02435682829
509	0.02435547361
510	0.02435408823
511	0.02435260818
512	0.02435151176
513	0.02435000742
514	0.02434807563
515	0.0243466646
516	0.02434543586
517	0.02434330208
518	0.02434162391
519	0.02434047948
520	0.02433903095
521	0.02433815518
522	0.0243366684
523	0.02433534642
524	0.02433395863
525	0.02433250877
526	0.02433165198
527	0.02432955197
528	0.02432810739
529	0.02432697352
530	0.0243260397
531	0.02432516219
532	0.02432404161
533	0.02432291848
534	0.02432161116
535	0.02432032237
536	0.02431754347
537	0.02431636522
538	0.02431489792
539	0.02431396871
540	0.02431287934
541	0.02431185567
542	0.02431076715
543	0.02430973412
544	0.02430835026
545	0.02430707805
546	0.02430612165
547	0.02430364245
548	0.02430241266
549	0.02429964375
550	0.02429882147
551	0.02429645213
552	0.02429541453
553	0.02429421193
554	0.02429301788
555	0.02429175989
556	0.02429048544
557	0.02428901221
558	0.02428772673
559	0.02428653211
560	0.02428543411
561	0.02428439474
562	0.02428340376
563	0.02428236813
