iter	Passed	Remaining
421	269756	369476
422	270486	368960
423	271195	368417
424	271758	367672
425	272453	367109
426	273040	366398
427	273653	365723
428	274283	365072
429	274898	364400
430	275487	363694
431	276154	363091
432	276802	362464
433	277465	361855
434	278106	361218
435	278719	360545
436	279314	359848
437	279907	359150
438	280517	358474
439	281191	357880
440	281865	357285
441	282543	356694
442	283144	356008
443	283813	355405
444	284410	354714
445	284967	353973
446	285507	353211
447	286111	352530
448	286736	351874
449	287499	351388
450	288101	350704
451	288652	349959
452	289265	349290
453	289855	348592
454	290453	347906
455	291010	347170
456	291750	346652
457	292348	345966
458	293058	345413
459	293828	344928
460	294430	344246
461	295085	343627
462	295679	342937
463	296243	342211
464	296906	341601
465	297587	341012
466	298407	340580
467	298949	339831
468	299602	339209
469	300216	338542
470	300800	337841
471	301389	337147
472	301976	336451
473	302581	335775
474	303180	335094
475	303865	334507
476	304431	333789
477	305095	333179
478	305701	332505
479	306428	331964
480	307267	331542
481	308069	331078
482	308839	330579
483	309498	329960
484	310159	329344
485	310826	328733
486	311509	328140
487	312246	327602
488	312877	326953
489	313582	326382
490	314307	325830
491	314900	325140
492	315571	324533
493	316340	324025
494	317178	323586
495	317881	323008
496	318584	322430
497	319290	321855
498	319971	321253
499	320717	320717
500	321575	320291
501	322395	319826
502	323203	319348
503	324010	318867
504	324636	318208
505	325461	317743
506	326193	317186
507	327075	316773
508	328008	316408
509	328662	315774
510	329284	315108
511	330155	314679
512	330971	314197
513	331816	313740
514	332414	313050
515	333059	312404
516	333816	311862
517	334335	311100
518	334979	310452
519	335619	309802
520	336331	309218
521	336932	308531
522	337476	307793
523	338151	307175
524	338712	306453
525	339337	305791
526	339990	305152
527	340535	304417
528	341139	303736
529	341732	303045
530	342408	302428
531	343154	301873
532	343847	301270
533	344478	300612
534	345166	300004
535	345875	299414
536	346731	298951
537	347414	298337
538	348126	297748
539	348783	297111
540	349397	296438
541	350216	295939
542	351063	295461
543	351749	294849
544	352569	294346
545	353395	293849
546	354138	293281
547	354874	292706
548	355557	292088
549	356550	291722
550	357179	291058
551	357876	290450
552	358588	289853
553	359268	289230
554	360187	288798
555	360818	288135
556	361601	287593
557	362255	286947
558	362847	286253
559	363502	285609
560	364084	284907
561	364596	284151
562	365165	283440
563	365691	282697
564	366363	282067
565	366994	281405
566	367558	280692
567	368190	280032
568	368781	279340
569	369544	278779
570	370168	278112
571	370695	277373
572	371277	276675
573	371870	275987
574	372443	275284
575	372987	274560
576	373516	273825
577	374087	273122
578	374683	272438
579	375203	271699
580	375947	271121
581	376662	270523
582	377393	269936
583	378374	269527
584	379047	268896
585	379661	268224
586	380303	267573
587	380845	266851
588	381390	266131
589	382022	265473
590	382842	264945
591	383453	264271
592	384113	263632
593	384741	262971
594	385302	262264
595	386038	261676
596	386764	261082
597	387696	260625
598	388342	259975
599	389072	259381
600	389788	258777
601	390488	258163
602	391076	257474
603	391833	256897
604	392502	256261
605	393155	255616
606	393854	254999
607	394594	254409
608	395284	253787
609	395970	253161
610	396655	252534
611	397765	252178
612	398563	251621
613	399255	250997
614	399923	250358
615	400616	249735
616	401433	249187
617	402131	248566
618	402872	247971
619	403606	247371
620	404405	246811
621	405091	246181
622	405735	245525
623	406438	244905
624	407195	244317
625	407990	243751
626	408760	243169
627	409460	242546
628	410417	242074
629	411612	241740
630	412696	241338
631	414052	241094
632	415196	240722
633	416443	240407
634	417577	240024
635	418590	239570
636	419514	239064
637	420133	238382
638	420754	237703
639	421249	236952
640	421829	236250
641	422458	235576
642	423262	234999
643	423875	234316
644	424455	233615
645	425059	232927
646	425639	232227
647	426242	231539
648	426815	230835
649	427413	230145
650	428135	229522
651	428803	228870
652	429508	228238
653	430034	227510
654	430749	226883
655	431413	226229
656	432005	225537
657	432828	224965
658	433563	224347
659	434240	223699
660	434840	223011
661	435591	222401
662	436214	221725
663	436845	221054
664	437540	220415
665	438097	219706
666	438757	219049
667	439363	218366
668	440037	217716
669	440637	217030
670	441257	216354
671	441882	215680
672	442474	214991
673	442999	214269
674	443703	213634
675	444312	212954
676	444922	212274
677	445688	211669
678	446284	210982
679	446932	210321
680	447540	209640
681	448246	209006
682	448785	208294
683	449387	207611
684	449996	206932
685	450627	206263
686	451226	205580
687	451821	204895
688	452581	204285
689	453293	203653
690	454244	203128
691	455000	202514
692	455816	201927
693	456523	201291
694	457157	200623
695	457795	199956
696	458479	199310
697	459644	198872
698	460559	198324
699	461302	197700
700	462065	197086
701	462597	196373
702	463201	195691
703	463803	195008
704	464385	194317
705	464982	193633
706	465588	192952
707	466285	192310
708	466867	191619
709	467373	190899
710	467959	190211
711	468495	189503
712	469112	188829
713	469661	188127
714	470264	187447
715	470860	186765
716	471444	186079
717	472101	185421
718	472827	184790
719	473429	184111
720	474107	183462
721	474710	182783
722	475385	182132
723	476002	181459
724	476629	180790
725	477279	180130
726	477996	179495
727	478584	178811
728	479148	178119
729	479747	177440
730	480432	176794
731	481037	176117
732	481676	175453
733	482292	174781
734	482888	174102
735	483451	173412
736	484038	172730
737	484649	172057
738	485312	171402
739	485909	170725
740	486515	170050
741	487315	169444
742	488013	168801
743	488646	168136
744	489497	167546
745	490106	166872
746	490837	166240
747	491519	165592
748	492216	164948
749	493072	164357
750	493713	163694
751	494435	163058
752	495172	162427
753	495827	161768
754	496458	161102
755	497117	160445
756	497843	159809
757	498473	159143
758	499281	158533
759	500331	157999
760	501054	157361
761	501741	156711
762	502654	156132
763	503374	155492
764	504097	154853
765	504801	154208
766	505544	153574
767	506316	152949
768	507111	152331
769	507798	151679
770	508460	151021
771	509166	150375
772	509883	149733
773	510737	149129
774	511357	148458
775	512116	147827
776	512954	147218
777	513839	146622
778	514660	146007
779	515449	145383
780	516388	144800
781	517531	144273
782	518573	143717
783	519523	143133
784	520702	142612
785	522042	142133
786	523229	141611
787	523957	140963
788	524662	140309
789	525771	139762
790	526804	139193
791	527787	138610
792	528906	138062
793	529562	137392
794	530196	136717
795	530908	136061
796	531659	135416
797	532293	134741
798	532903	134059
799	533634	133408
800	534267	132733
801	534977	132076
802	535616	131402
803	536257	130729
804	536988	130077
805	537647	129409
806	538379	128757
807	539211	128129
808	539911	127469
809	540595	126806
810	541290	126145
811	542094	125509
812	542912	124876
813	543766	124251
814	544338	123561
815	545008	122894
816	545703	122232
817	546454	121582
818	547079	120905
819	547905	120271
820	548575	119604
821	549214	118929
822	549777	118238
823	550518	117586
824	551174	116915
825	551841	116247
826	552508	115579
827	553177	114911
828	553868	114247
829	554433	113558
830	555266	112924
831	555971	112263
832	556754	111618
833	557474	110960
834	558109	110285
835	558897	109640
836	559571	108972
837	560229	108302
838	560972	107647
839	561621	106975
840	562263	106301
841	562900	105627
842	563592	104963
843	564454	104330
844	565605	103750
845	566633	103146
846	568002	102602
847	569129	102013
848	570244	101421
849	571105	100783
850	571707	100099
851	572414	99433
852	573190	98779
853	573853	98106
854	574483	97427
855	575167	96757
856	575881	96092
857	576592	95426
858	577173	94739
859	577910	94078
860	578643	93416
861	579212	92727
862	579749	92034
863	580426	91363
864	581010	90677
865	581734	90014
866	582319	89329
867	582932	88648
868	583453	87954
869	584105	87280
870	584777	86608
871	585437	85935
872	586075	85259
873	586761	84590
874	587370	83910
875	587942	83224
876	588577	82548
877	589256	81878
878	589956	81211
879	590649	80543
880	591237	79860
881	591979	79199
882	592599	78521
883	593184	77838
884	593741	77152
885	594326	76470
886	595024	75803
887	595533	75112
888	596177	74438
889	596747	73755
890	597383	73080
891	598104	72416
892	598829	71752
893	599404	71070
894	599987	70389
895	600702	69724
896	601266	69041
897	601897	68367
898	602562	67696
899	603169	67018
900	603834	66348
901	604398	65666
902	605063	64995
903	605719	64324
904	606299	63644
905	606871	62964
906	607505	62291
907	608076	61611
908	608731	60940
909	609334	60263
910	609987	59592
911	610562	58913
912	611129	58234
913	611731	57558
914	612337	56883
915	613026	56216
916	613757	55552
917	614387	54879
918	614999	54205
919	615783	53546
920	616358	52868
921	616947	52192
922	617530	51516
923	618213	50848
924	618736	50167
925	619342	49493
926	619897	48816
927	620471	48140
928	621140	47471
929	621725	46796
930	622501	46135
931	623136	45464
932	623659	44785
933	624282	44114
934	624846	43438
935	625445	42765
936	626027	42091
937	626641	41419
938	627338	40753
939	627940	40081
940	628558	39410
941	629155	38737
942	629737	38064
943	630386	37395
944	630967	36722
945	631525	36049
946	632069	35374
947	632689	34704
948	633357	34037
949	633972	33366
950	634657	32700
951	635177	32025
952	635813	31356
953	636499	30690
954	637089	30019
955	637694	29349
956	638295	28679
957	638936	28011
958	639521	27341
959	640309	26679
960	640941	26011
961	641628	25344
962	642246	24676
963	643045	24014
964	643678	23345
965	644395	22680
966	645081	22014
967	645746	21346
968	646349	20677
969	646960	20009
970	647520	19338
971	648106	18669
972	648703	18001
973	649259	17331
974	649852	16662
975	650544	15997
976	651208	15330
977	651807	14662
978	652570	13997
979	653326	13333
980	653943	12665
981	654655	11999
982	655325	11333
983	655998	10666
984	656677	10000
985	657312	9333
986	657847	8664
987	658532	7998
988	659192	7331
989	659775	6664
990	660663	5999
991	661358	5333
992	662106	4667
993	662819	4000
994	663462	3333
995	664019	2666
996	664679	2000
997	665345	1333
998	665968	666
999	666666	0
